version,rarity,hp,attack,magic_attack,defense,magic_defense,agility
v2,E,1740,285,74,603,598,60
v2,E,1759,193,175,586,593,60
v2,E,1623,371,93,519,588,60
v2,E,1677,309,340,255,562,60
v2,E,1878,513,96,267,511,60
v2,E,1847,361,237,312,497,60
v2,E,1525,396,272,403,459,60
v2,E,1808,414,256,266,459,60
v2,E,1746,389,265,330,447,60
v2,E,1644,285,292,492,443,60
v2,E,1650,131,384,579,442,60
v2,E,1615,287,461,273,432,60
v2,E,1705,405,254,375,414,60
v2,E,1602,520,113,480,395,60
v2,E,1521,383,232,588,351,60
v2,E,1724,90,464,579,351,60
v2,E,1939,181,558,239,325,60
v2,E,1686,572,136,417,311,60
v2,E,1880,408,208,468,299,60
v2,E,1942,319,320,419,286,60
v2,E,1821,380,213,543,285,60
v2,E,1685,225,441,504,285,60
v2,E,1791,279,272,649,254,60
v2,E,1914,513,278,251,250,60
v2,E,1716,194,397,284,600,59
v2,E,1982,246,250,315,578,59
v2,E,1476,82,543,438,512,59
v2,E,1832,346,154,486,473,59
v2,E,1488,355,273,472,468,59
v2,E,1872,225,326,452,415,59
v2,E,1597,360,334,408,386,59
v2,E,1589,498,310,304,331,59
v2,E,1750,438,140,565,321,59
v2,E,1689,200,483,470,296,59
v2,E,1761,336,281,538,288,59
v2,E,1694,421,329,389,278,59
v2,E,1949,134,588,313,273,59
v2,E,1880,311,422,355,248,59
v2,E,1718,174,282,440,639,58
v2,E,1973,166,78,627,633,58
v2,E,1881,106,320,415,629,58
v2,E,1658,246,322,363,584,58
v2,E,1863,174,201,562,564,58
v2,E,1852,89,478,303,554,58
v2,E,1567,435,243,325,509,58
v2,E,1553,117,585,304,502,58
v2,E,1532,147,417,512,501,58
v2,E,1800,436,144,396,466,58
v2,E,1891,246,453,312,337,58
v2,E,1989,106,378,643,267,58
v2,E,1664,536,310,282,265,58
v2,E,1877,526,216,354,240,58
v2,E,1679,178,301,471,596,57
v2,E,1899,225,375,243,547,57
v2,E,1514,115,554,329,546,57
v2,E,1606,484,211,252,541,57
v2,E,1689,438,241,259,518,57
v2,E,1970,369,117,415,504,57
v2,E,1841,191,337,423,497,57
v2,E,1888,427,109,424,462,57
v2,E,1660,336,239,503,436,57
v2,E,1619,155,445,499,424,57
v2,E,1497,479,238,430,384,57
v2,E,1881,371,184,487,375,57
v2,E,1971,276,317,413,352,57
v2,E,1913,102,541,406,315,57
v2,E,1549,306,338,583,311,57
v2,E,1642,448,277,431,303,57
v2,E,1571,406,342,461,273,57
v2,E,1986,61,189,606,645,56
v2,E,1921,80,259,531,624,56
v2,E,1947,130,375,283,622,56
v2,E,1982,136,188,540,608,56
v2,E,1614,380,297,257,561,56
v2,E,1903,258,114,597,519,56
v2,E,1514,298,377,351,518,56
v2,E,1680,333,95,653,489,56
v2,E,1821,193,406,387,444,56
v2,E,1535,397,410,276,394,56
v2,E,1887,466,154,468,302,56
v2,E,1908,304,260,591,248,56
v2,E,1905,256,125,453,652,55
v2,E,1902,158,369,294,604,55
v2,E,1712,67,367,522,600,55
v2,E,1906,303,240,290,583,55
v2,E,1829,235,211,509,540,55
v2,E,1977,310,105,511,512,55
v2,E,1797,132,474,330,506,55
v2,E,1731,139,567,264,460,55
v2,E,1644,58,549,462,445,55
v2,E,1881,543,99,307,437,55
v2,E,1554,591,91,421,422,55
v2,E,1819,331,355,327,384,55
v2,E,1506,206,592,369,330,55
v2,E,1517,554,109,566,322,55
v2,E,1898,321,349,419,277,55
v2,E,1782,574,70,514,274,55
v2,E,1817,140,375,307,652,54
v2,E,1535,261,166,571,648,54
v2,E,1921,67,385,354,645,54
v2,E,1778,170,214,526,639,54
v2,E,1734,173,336,376,631,54
v2,E,1938,313,171,350,596,54
v2,E,1877,384,94,402,581,54
v2,E,1655,519,154,264,546,54
v2,E,1613,433,251,322,492,54
v2,E,1763,96,579,319,437,54
v2,E,1885,494,173,272,437,54
v2,E,1542,284,491,330,388,54
v2,E,1904,565,90,351,367,54
v2,E,1632,125,482,555,360,54
v2,E,1541,529,103,602,321,54
v2,E,1488,541,219,447,318,54
v2,E,1765,136,420,611,314,54
v2,E,1583,363,294,569,299,54
v2,E,1521,118,538,618,280,54
v2,E,1734,586,130,438,273,54
v2,E,1921,222,509,342,259,54
v2,E,1768,507,275,350,251,54
v2,E,1609,176,367,363,657,53
v2,E,1558,532,115,241,655,53
v2,E,1713,389,144,332,654,53
v2,E,1979,201,201,481,565,53
v2,E,1651,163,400,435,537,53
v2,E,1514,192,438,406,535,53
v2,E,1952,116,254,576,528,53
v2,E,1664,416,225,341,513,53
v2,E,1804,185,391,385,495,53
v2,E,1768,366,183,445,492,53
v2,E,1902,456,121,438,395,53
v2,E,1602,73,586,480,378,53
v2,E,1506,159,505,522,375,53
v2,E,1854,423,149,492,370,53
v2,E,1668,378,234,526,368,53
v2,E,1535,131,470,644,329,53
v2,E,1946,61,522,479,324,53
v2,E,1647,214,374,655,283,53
v2,E,1707,182,433,603,268,53
v2,E,1989,334,408,288,268,53
v2,E,1727,546,274,303,266,53
v2,E,1987,146,329,328,613,52
v2,E,1743,269,156,577,551,52
v2,E,1813,228,399,324,483,52
v2,E,1495,206,422,477,479,52
v2,E,1604,255,313,526,464,52
v2,E,1680,525,165,339,441,52
v2,E,1632,302,356,409,439,52
v2,E,1635,69,491,565,422,52
v2,E,1902,184,505,267,408,52
v2,E,1607,193,591,308,372,52
v2,E,1836,542,213,257,355,52
v2,E,1712,322,356,443,338,52
v2,E,1905,397,314,325,318,52
v2,E,1662,194,549,398,314,52
v2,E,1893,145,385,602,305,52
v2,E,1816,596,149,351,285,52
v2,E,1810,473,313,321,259,52
v2,E,1802,360,149,327,656,51
v2,E,1839,144,159,614,645,51
v2,E,1968,126,144,607,639,51
v2,E,1911,132,374,308,627,51
v2,E,1827,330,313,268,512,51
v2,E,1653,233,487,260,493,51
v2,E,1518,530,213,304,480,51
v2,E,1773,384,151,527,432,51
v2,E,1760,533,193,271,422,51
v2,E,1838,189,498,300,411,51
v2,E,1477,452,197,534,404,51
v2,E,1555,552,218,363,365,51
v2,E,1560,359,311,510,358,51
v2,E,1542,541,70,623,338,51
v2,E,1479,341,411,457,332,51
v2,E,1946,420,128,545,314,51
v2,E,1630,360,513,285,260,51
v1,R,2096,103,83,575,399,92
v1,R,2072,376,51,305,337,92
v1,R,2005,84,361,361,287,92
v1,R,1987,273,8,362,529,92
v1,R,1960,244,197,459,216,92
v1,R,1945,308,63,230,552,92
v1,R,1624,191,283,411,376,92
v1,R,1592,206,357,242,434,92
v1,R,1583,173,188,551,417,92
v1,R,1539,47,495,453,278,92
v1,R,1506,374,148,274,501,92
v1,R,1473,341,292,370,262,92
v1,R,1434,58,447,415,419,92
v1,R,1387,167,88,672,541,92
v1,R,2198,136,10,611,374,91
v1,R,2069,61,331,509,187,91
v1,R,1880,233,282,239,371,91
v1,R,1833,139,245,286,533,91
v1,R,1812,172,129,515,433,91
v1,R,1707,184,212,546,316,91
v1,R,1681,67,362,362,466,91
v1,R,1649,330,158,255,504,91
v1,R,1597,89,173,566,540,91
v1,R,1307,188,560,249,301,91
v1,R,1854,194,27,590,455,90
v1,R,1609,436,103,314,393,90
v1,R,1568,270,232,533,247,90
v1,R,1548,246,329,320,365,90
v1,R,1480,24,390,325,622,90
v1,R,2237,360,121,206,288,89
v1,R,2059,401,33,294,352,89
v1,R,2037,147,105,362,554,89
v1,R,1948,227,70,487,407,89
v1,R,1903,32,312,350,499,89
v1,R,1788,391,196,328,228,89
v1,R,1729,166,262,534,278,89
v1,R,1570,109,162,544,568,89
v1,R,1531,439,233,268,289,89
v1,R,1492,299,94,414,561,89
v1,R,1486,419,130,504,251,89
v1,R,1379,422,267,207,399,89
v1,R,1342,98,539,433,264,89
v1,R,1950,119,33,472,632,88
v1,R,1884,39,197,572,443,88
v1,R,1830,48,366,429,358,88
v1,R,1755,335,113,485,288,88
v1,R,1735,84,62,645,570,88
v1,R,1657,133,525,195,325,88
v1,R,1616,397,208,309,307,88
v1,R,1525,620,32,299,293,88
v1,R,1500,23,275,599,510,88
v1,R,1361,5,405,590,426,88
v1,R,2143,315,157,188,369,87
v1,R,1986,203,292,224,375,87
v1,R,1931,133,331,390,280,87
v1,R,1684,268,132,278,601,87
v1,R,1676,78,425,473,263,87
v1,R,1605,167,247,483,414,87
v1,R,2071,134,110,410,511,86
v1,R,1994,283,165,447,219,86
v1,R,1919,167,59,411,607,86
v1,R,1808,62,314,589,268,86
v1,R,1781,443,31,457,273,86
v1,R,1752,345,72,322,503,86
v1,R,1688,63,203,505,567,86
v1,R,1677,325,60,620,286,86
v1,R,1585,249,78,398,635,86
v1,R,1453,209,180,429,579,86
v1,R,1438,193,331,581,241,86
v1,R,1356,347,169,443,429,86
v1,R,1353,495,266,257,267,86
v1,R,1315,298,452,238,319,86
v1,R,2143,238,238,318,240,85
v1,R,2142,149,131,422,416,85
v1,R,2127,268,294,245,197,85
v1,R,2127,344,63,295,369,85
v1,R,1892,77,471,264,310,85
v1,R,1857,433,80,386,255,85
v1,R,1857,7,437,378,362,85
v1,R,1750,365,325,193,246,85
v1,R,1679,280,367,197,337,85
v1,R,1515,170,474,310,307,85
v1,R,1506,35,217,574,607,85
v1,R,1453,123,287,399,581,85
v1,R,1435,50,468,288,547,85
v1,R,1384,191,403,297,453,85
v1,R,2169,45,477,266,216,84
v1,R,1956,317,112,238,479,84
v1,R,1826,386,69,526,215,84
v1,R,1826,169,66,602,454,84
v1,R,1737,297,290,216,379,84
v1,R,1633,83,66,634,636,84
v1,R,1620,223,328,309,393,84
v1,R,1609,94,198,522,556,84
v1,R,1539,81,268,657,373,84
v1,R,1505,157,165,642,442,84
v1,R,1482,246,144,627,371,84
v1,R,1428,231,494,209,336,84
v1,R,1376,257,22,654,553,84
v1,R,1363,152,324,275,657,84
v1,R,1335,348,232,250,547,84
v1,R,2214,77,249,372,371,83
v1,R,2124,225,15,599,310,83
v1,R,2109,159,4,398,629,83
v1,R,1716,202,317,203,502,83
v1,R,1526,378,51,416,508,83
v1,R,1487,499,6,215,619,83
v1,R,2211,144,257,444,197,82
v1,R,2138,395,176,235,198,82
v1,R,2126,59,41,656,455,82
v1,R,1860,397,114,317,334,82
v1,R,1698,398,22,361,497,82
v1,R,1618,611,101,252,227,82
v1,R,1579,127,355,222,604,82
v1,R,1519,306,217,203,593,82
v1,R,1509,401,112,415,400,82
v1,R,1449,325,380,337,232,82
v1,R,1392,257,191,417,547,82
v1,R,1353,51,594,268,433,82
v1,R,2025,62,252,184,673,81
v1,R,1888,97,169,445,545,81
v1,R,1797,149,59,498,618,81
v1,R,1434,263,106,627,432,81
v1,R,1310,357,358,322,302,81
v1,R,2217,55,174,552,337,80
v1,R,2197,438,43,257,282,80
v1,R,2006,137,239,435,345,80
v1,R,1864,32,328,620,250,80
v1,R,1854,145,158,643,314,80
v1,R,1667,302,210,222,525,80
v1,R,1593,313,86,505,439,80
v1,R,1593,82,121,576,648,80
v1,R,1533,14,574,286,416,80
v1,R,1503,316,321,404,242,80
v1,R,1454,293,324,463,236,80
v1,R,1387,192,608,186,283,80
v1,R,1335,503,104,296,474,80
v1,R,1333,41,479,256,639,80
v1,R,2173,158,107,294,568,79
v1,R,2084,232,100,395,413,79
v1,R,2041,209,207,486,223,79
v1,R,2020,289,52,343,483,79
v1,R,2001,42,431,433,213,79
v1,R,1903,229,133,424,428,79
v1,R,1882,334,81,583,203,79
v1,R,1816,194,160,393,511,79
v1,R,1703,236,360,226,387,79
v1,R,1639,313,45,569,414,79
v1,R,1620,66,422,346,461,79
v1,R,1562,312,80,635,336,79
v1,R,1483,38,354,498,511,79
v1,R,1425,142,530,394,243,79
v1,R,1338,95,526,232,519,79
v1,R,2135,106,47,642,401,78
v1,R,2037,174,273,264,405,78
v1,R,1824,21,380,237,600,78
v1,R,1695,386,50,209,639,78
v1,R,1674,141,402,482,223,78
v1,R,1608,361,337,283,232,78
v1,R,1522,21,199,567,672,78
v1,R,1461,517,124,192,475,78
v1,R,1365,579,145,240,353,78
v1,R,1350,479,180,287,407,78
v1,R,1322,314,8,538,650,78
v1,R,2027,214,309,222,346,77
v1,R,1977,149,187,416,443,77
v1,R,1971,304,150,211,482,77
v1,R,1896,24,266,330,634,77
v1,R,1749,184,537,217,201,77
v1,R,1748,410,82,283,463,77
v1,R,1665,191,225,220,674,77
v1,R,1430,515,97,417,309,77
v1,R,1349,76,427,573,347,77
v1,R,2139,33,343,228,500,76
v1,R,1955,88,81,595,516,76
v1,R,1896,112,467,208,346,76
v1,R,1803,390,262,192,302,76
v1,R,1627,216,363,190,492,76
v1,R,1512,322,192,590,239,76
v1,R,1389,372,316,284,355,76
v1,R,1385,411,126,554,303,76
v1,R,1380,168,300,477,481,76
v1,R,2220,231,15,612,266,75
v1,R,2203,33,137,443,551,75
v1,R,2160,243,144,231,474,75
v1,R,2124,402,8,269,421,75
v1,R,2018,100,262,563,245,75
v1,R,1713,266,255,195,532,75
v1,R,1682,58,341,260,656,75
v1,R,1610,81,156,600,581,75
v1,R,1550,382,208,517,189,75
v1,R,2221,413,111,291,192,74
v1,R,2041,46,381,298,410,74
v1,R,1844,148,61,603,510,74
v1,R,1686,57,445,410,360,74
v1,R,1596,124,325,661,227,74
v1,R,1528,363,125,364,500,74
v1,R,1520,63,355,580,388,74
v1,R,1500,168,516,352,246,74
v1,R,1354,459,122,561,254,74
v1,R,2067,311,38,387,422,73
v1,R,1940,14,330,494,383,73
v1,R,1893,312,51,337,535,73
v1,R,1891,25,272,306,662,73
v1,R,1836,27,211,510,568,73
v1,R,1827,182,323,497,204,73
v1,R,1827,600,7,329,226,73
v1,R,1624,191,316,226,569,73
v1,R,1612,395,29,525,394,73
v1,R,1587,302,64,515,498,73
v1,R,1489,68,432,408,461,73
v1,R,1405,333,490,216,231,73
v1,R,1362,243,321,638,200,73
v1,R,1355,166,290,342,653,73
v1,R,1354,548,320,204,203,73
v1,R,2207,232,162,486,195,72
v1,R,1968,493,146,185,260,72
v1,R,1889,178,163,542,366,72
v1,R,1834,175,248,326,492,72
v1,R,1643,228,411,363,237,72
v1,R,1629,211,111,621,438,72
v1,R,1614,172,451,382,254,72
v1,R,1484,169,447,486,222,72
v1,R,1461,161,451,502,223,72
v1,R,1400,228,190,492,540,72
v1,R,1984,190,267,427,273,71
v1,R,1935,157,298,202,524,71
v1,R,1665,219,185,314,614,71
v1,R,1643,110,443,539,186,71
v1,R,1610,427,201,285,349,71
v1,R,1518,245,189,355,600,71
v1,R,1473,401,129,235,604,71
v1,R,1459,272,411,318,310,71
v1,R,1373,107,375,473,483,71
v1,R,2142,292,33,566,251,70
v1,R,2039,65,263,493,368,70
v1,R,1691,214,433,345,226,70
v1,R,1579,30,174,624,633,70
v1,R,1553,500,316,203,193,70
v1,R,1512,184,571,266,236,70
v1,R,1489,493,23,255,599,70
v1,R,1485,580,35,447,268,70
v1,R,1470,429,287,244,334,70
v1,R,2022,221,307,271,315,69
v1,R,1854,371,207,248,347,69
v1,R,1567,368,368,315,191,69
v1,R,1478,29,616,434,244,69
v1,R,1402,457,283,252,327,69
v1,R,1385,330,342,397,287,69
v1,R,1326,283,207,452,520,69
v1,R,2051,460,24,308,330,68
v1,R,1995,264,35,281,649,68
v1,R,1761,76,226,604,432,68
v1,R,1663,83,517,471,187,68
v1,R,1572,25,432,234,671,68
v1,R,1553,474,107,401,336,68
v1,R,1548,44,447,412,456,68
v1,R,1497,321,110,661,317,68
v1,R,1345,320,90,634,447,68
v1,R,1316,112,244,649,522,68
v1,R,1308,500,112,581,228,68
v1,R,2040,211,5,522,507,67
v1,R,2008,94,374,391,293,67
v1,R,1839,353,263,359,195,67
v1,R,1682,272,188,592,260,67
v1,R,1464,126,303,629,371,67
v1,R,1462,600,13,423,315,67
v1,R,1421,402,93,671,255,67
v1,R,1307,257,311,278,598,67
v1,R,2069,143,285,294,422,66
v1,R,1907,479,127,265,274,66
v1,R,1699,184,398,427,245,66
v1,R,1681,24,204,625,561,66
v1,R,1577,442,86,224,583,66
v1,R,1460,125,357,562,366,66
v1,R,1409,570,38,585,188,66
v1,R,1359,338,277,388,398,66
v1,R,2169,287,180,222,393,65
v1,R,1956,347,24,494,359,65
v1,R,1857,14,157,516,670,65
v1,R,1820,120,371,231,516,65
v1,R,1813,438,32,321,459,65
v1,R,1756,311,293,302,314,65
v1,R,1598,207,297,591,243,65
v1,R,1523,450,57,624,241,65
v1,R,1419,589,27,521,238,65
v1,R,1321,87,410,499,477,65
v1,R,2235,155,247,245,435,64
v1,R,2044,142,450,184,315,64
v1,R,2012,280,41,578,323,64
v1,R,1902,221,386,187,358,64
v1,R,1869,36,373,198,646,64
v1,R,1857,233,134,360,550,64
v1,R,1850,105,349,288,501,64
v1,R,1751,17,246,674,434,64
v1,R,1623,214,466,222,351,64
v1,R,1592,95,504,517,187,64
v1,R,1528,121,412,516,313,64
v1,R,1393,24,433,666,336,64
v1,R,1363,423,208,449,319,64
v1,R,1357,421,209,587,185,64
v1,R,1356,597,146,376,235,64
v1,R,2205,14,382,301,404,63
v1,R,2126,116,105,603,390,63
v1,R,2019,195,40,559,465,63
v1,R,1626,83,206,658,475,63
v1,R,1614,33,424,560,340,63
v1,R,1571,67,422,333,541,63
v1,R,1544,86,410,523,354,63
v1,R,1431,427,165,259,535,63
v1,R,1375,128,403,349,559,63
v1,R,1788,12,480,517,252,62
v1,R,1768,287,239,249,481,62
v1,R,1557,612,34,321,339,62
v1,R,1528,81,513,517,231,62
v1,R,1417,417,201,440,326,62
v1,R,1379,279,316,184,633,62
v1,R,1789,68,352,632,243,61
v1,R,1731,204,169,523,446,61
v1,R,1722,387,22,626,296,61
v1,R,1628,23,343,418,610,61
v1,R,1551,224,44,648,557,61
v1,R,1512,576,91,397,256,61
v1,R,1438,148,458,404,372,61
v1,R,1406,66,453,416,500,61
v1,R,1370,67,502,327,534,61
v1,R,2196,209,138,536,252,60
v1,R,2164,31,371,493,232,60
v1,R,2073,105,63,634,468,60
v1,R,2021,407,7,348,428,60
v1,R,1993,41,551,201,333,60
v1,R,1918,26,348,462,420,60
v1,R,1879,182,440,338,208,60
v1,R,1797,106,622,204,229,60
v1,R,1559,324,331,216,435,60
v1,R,1529,239,100,464,653,60
v1,R,1451,412,251,219,473,60
v1,R,1395,471,88,279,588,60
v1,R,1386,229,433,207,516,60
v1,R,1385,206,474,246,453,60
v1,R,1352,148,383,626,301,60
v1,R,1328,328,144,651,372,60
v1,R,2193,155,30,522,501,59
v1,R,2078,249,85,421,444,59
v1,R,1914,137,328,230,527,59
v1,R,1710,233,186,524,396,59
v1,R,1674,224,253,430,423,59
v1,R,2131,300,37,214,625,58
v1,R,2055,121,208,436,451,58
v1,R,1998,83,393,405,298,58
v1,R,1998,95,267,221,646,58
v1,R,1829,132,319,325,495,58
v1,R,1818,294,319,341,253,58
v1,R,1519,592,170,327,196,58
v1,R,1430,482,14,541,405,58
v1,R,1425,241,605,227,221,58
v1,R,2227,120,149,414,479,57
v1,R,2076,36,43,607,630,57
v1,R,1989,199,468,228,210,57
v1,R,1980,312,343,194,265,57
v1,R,1923,26,263,612,397,57
v1,R,1870,66,183,515,577,57
v1,R,1780,528,201,230,219,57
v1,R,1565,278,354,235,455,57
v1,R,1428,83,344,532,516,57
v1,R,1344,600,199,207,349,57
v1,R,1341,415,196,274,552,57
v1,R,2119,255,125,568,221,56
v1,R,2010,160,125,497,480,56
v1,R,1977,134,127,449,578,56
v1,R,1932,90,580,241,223,56
v1,R,1878,466,171,218,319,56
v1,R,1687,218,180,649,320,56
v1,R,1509,305,415,305,288,56
v1,R,1420,424,98,507,412,56
v1,R,2196,51,304,302,489,55
v1,R,2133,63,108,428,655,55
v1,R,2103,186,172,293,538,55
v1,R,2092,504,8,409,207,55
v1,R,2072,11,396,185,591,55
v1,R,2026,279,282,305,273,55
v1,R,1881,336,48,614,285,55
v1,R,1823,99,301,375,529,55
v1,R,1784,171,272,628,234,55
v1,R,1696,4,246,636,543,55
v1,R,1595,498,103,452,273,55
v1,R,1579,206,230,342,627,55
v1,R,1487,157,406,387,444,55
v1,R,1468,135,357,480,462,55
v1,R,1458,480,307,191,334,55
v1,R,1431,305,473,220,331,55
v1,R,1382,94,501,212,623,55
v1,R,1353,278,440,200,474,55
v1,R,1352,112,562,291,446,55
v1,R,1343,437,266,509,191,55
v1,R,1341,94,341,652,431,55
v1,R,2084,27,122,530,611,54
v1,R,1821,24,227,584,537,54
v1,R,1771,580,28,328,307,54
v1,R,1710,262,347,185,477,54
v1,R,1448,387,108,454,496,54
v1,R,1437,15,365,656,464,54
v1,R,1426,281,195,377,610,54
v1,R,1355,211,494,506,188,54
v1,R,1993,49,209,374,658,53
v1,R,1896,143,251,668,215,53
v1,R,1888,405,9,306,553,53
v1,R,1825,172,154,487,528,53
v1,R,1739,6,553,185,538,53
v1,R,1699,191,279,461,408,53
v1,R,1656,597,35,252,406,53
v1,R,1631,79,183,531,668,53
v1,R,1589,193,428,213,492,53
v1,R,1585,5,485,400,495,53
v1,R,1412,149,319,434,574,53
v1,R,1338,406,263,258,499,53
v1,R,1310,110,500,578,276,53
v1,R,2189,94,161,406,540,52
v1,R,2125,61,265,327,548,52
v1,R,1946,572,117,240,201,52
v1,R,1913,134,267,604,265,52
v1,R,1659,457,137,240,474,52
v1,R,1613,93,332,436,541,52
v1,R,1584,40,612,232,435,52
v1,R,1561,14,525,191,648,52
v1,R,1512,470,60,293,582,52
v1,R,1493,150,573,371,237,52
v1,R,1426,53,519,235,621,52
v1,R,1411,97,369,354,660,52
v1,R,2226,144,15,443,625,51
v1,R,2173,60,497,219,306,51
v1,R,2049,446,181,269,215,51
v1,R,2041,211,328,208,405,51
v1,R,2024,188,171,281,598,51
v1,R,2003,167,78,393,659,51
v1,R,1947,18,398,538,296,51
v1,R,1788,173,310,360,454,51
v1,R,1615,225,228,621,318,51
v1,R,1497,243,123,554,565,51
v1,R,1469,575,124,345,312,51
v1,R,1448,212,426,305,449,51
v1,R,1426,441,55,402,566,51
v1,R,1383,435,171,528,303,51
v1,R,1380,337,511,290,196,51
v1,R,1373,412,381,218,350,51
v1,R,1320,30,372,654,498,51
v1,R,1316,139,487,312,522,51
v1,R,1312,429,107,464,501,51
v1,R,2227,357,51,395,320,50
v1,R,2165,518,37,250,284,50
v1,R,2161,125,163,323,595,50
v1,R,2073,204,35,496,534,50
v1,R,1889,235,213,532,287,50
v1,R,1873,318,269,223,405,50
v1,R,1731,331,437,227,210,50
v1,R,1407,560,127,247,460,50
v1,R,1380,302,107,567,549,50
v1,R,1333,199,304,469,536,50
v1,R,1968,14,536,330,308,49
v1,R,1923,247,92,433,528,49
v1,R,1816,186,217,254,667,49
v1,R,1808,254,186,378,493,49
v1,R,1771,450,115,418,293,49
v1,R,1751,22,390,344,594,49
v1,R,1527,331,257,464,330,49
v1,R,1400,123,281,584,533,49
v1,R,1362,366,132,587,414,49
v1,R,2214,426,154,228,253,48
v1,R,2148,95,359,278,414,48
v1,R,1854,181,165,532,455,48
v1,R,1806,287,236,489,267,48
v1,R,1760,85,344,514,399,48
v1,R,1609,455,31,474,429,48
v1,R,1581,524,276,253,215,48
v1,R,1518,275,299,443,378,48
v1,R,1894,289,324,352,237,47
v1,R,1757,291,176,464,399,47
v1,R,1616,84,296,403,651,47
v1,R,1522,153,573,264,340,47
v1,R,1520,181,413,317,477,47
v1,R,1511,302,263,553,287,47
v1,R,1437,267,404,529,195,47
v1,R,1412,288,458,283,345,47
v1,R,1392,170,568,296,353,47
v1,R,1374,337,5,575,649,47
v1,R,1369,168,470,403,400,47
v1,R,1367,496,185,527,216,47
v1,R,1341,388,118,426,579,47
v1,R,2213,21,500,386,186,46
v1,R,1638,198,298,434,447,46
v1,R,1460,510,255,310,272,46
v1,R,1442,504,178,341,368,46
v1,R,1350,371,397,195,434,46
v1,R,1328,516,220,463,223,46
v1,R,1321,27,592,363,493,46
v1,R,2062,53,122,556,584,45
v1,R,1932,446,50,247,496,45
v1,R,1870,340,123,262,559,45
v1,R,1824,455,254,219,272,45
v1,R,1703,517,48,453,301,45
v1,R,1640,520,291,245,188,45
v1,R,1564,313,419,340,242,45
v1,R,1527,297,448,349,232,45
v1,R,1496,276,281,527,337,45
v1,R,1439,490,175,432,305,45
v1,R,1359,500,331,263,275,45
v1,R,2067,109,42,548,627,44
v1,R,2064,313,115,269,512,44
v1,R,1995,131,524,305,184,44
v1,R,1971,114,365,369,383,44
v1,R,1913,12,447,621,187,44
v1,R,1866,45,450,492,287,44
v1,R,1828,304,74,576,389,44
v1,R,1812,105,415,285,484,44
v1,R,1809,4,465,366,478,44
v1,R,1760,283,86,454,556,44
v1,R,1736,48,445,505,339,44
v1,R,1695,63,431,284,578,44
v1,R,1638,519,55,434,341,44
v1,R,1565,433,315,262,299,44
v1,R,1470,299,393,475,212,44
v1,R,1460,294,293,303,539,44
v1,R,1421,359,460,267,261,44
v1,R,1362,78,575,193,601,44
v1,R,2160,38,291,666,214,43
v1,R,2157,63,179,394,611,43
v1,R,2108,160,92,359,655,43
v1,R,1644,109,420,238,601,43
v1,R,1539,245,573,256,221,43
v1,R,2187,361,7,589,225,42
v1,R,2179,118,539,199,206,42
v1,R,2096,455,105,248,335,42
v1,R,2034,73,300,217,662,42
v1,R,2020,562,12,285,314,42
v1,R,1907,99,209,624,409,42
v1,R,1854,330,126,271,575,42
v1,R,1756,10,467,650,213,42
v1,R,1698,576,81,208,426,42
v1,R,1446,302,217,422,529,42
v1,R,1329,215,204,485,665,42
v1,R,2130,135,149,628,335,41
v1,R,1851,20,334,425,572,41
v1,R,1687,192,383,492,267,41
v1,R,1609,280,166,623,357,41
v1,R,1513,228,399,513,255,41
v1,R,1489,100,435,439,471,41
v1,R,1321,174,498,390,405,41
v1,R,1311,191,313,573,467,41
v1,R,2154,54,520,335,206,40
v1,R,2049,58,131,511,630,40
v1,R,1992,327,289,365,193,40
v1,R,1840,180,310,230,581,40
v1,R,1813,242,169,479,457,40
v1,R,1771,184,453,440,193,40
v1,R,1674,611,121,229,315,40
v1,R,1638,290,242,589,258,40
v1,R,1567,176,365,652,215,40
v1,R,1467,427,320,254,367,40
v1,R,1462,491,105,276,563,40
v1,R,1351,164,404,567,365,40
v1,R,1350,468,113,574,339,40
v1,R,2235,377,17,557,205,39
v1,R,2130,142,163,653,287,39
v1,R,2089,377,7,352,494,39
v1,R,1883,276,41,496,544,39
v1,R,1830,10,212,586,615,39
v1,R,1716,531,216,243,262,39
v1,R,1407,196,429,244,583,39
v1,R,1399,163,543,254,460,39
v1,R,1347,310,451,405,256,39
v1,R,2214,144,136,455,483,38
v1,R,2184,211,195,561,211,38
v1,R,2028,105,243,330,599,38
v1,R,1686,468,50,423,426,38
v1,R,1610,227,405,205,518,38
v1,R,1593,80,374,482,503,38
v1,R,1543,29,557,516,304,38
v1,R,1537,185,520,228,425,38
v1,R,1526,214,418,226,537,38
v1,R,1504,153,609,197,391,38
v1,R,1491,186,306,553,426,38
v1,R,1447,387,107,660,338,38
v1,R,1445,570,25,403,451,38
v1,R,1394,624,122,284,379,38
v1,R,1343,199,482,449,331,38
v1,R,2200,94,351,302,410,37
v1,R,2184,174,502,200,189,37
v1,R,2016,153,235,439,442,37
v1,R,2006,123,244,330,586,37
v1,R,1923,217,204,347,531,37
v1,R,1775,348,189,224,559,37
v1,R,1740,235,326,375,390,37
v1,R,1706,453,104,509,278,37
v1,R,1677,50,374,384,607,37
v1,R,1587,394,234,525,217,37
v1,R,1511,424,118,308,594,37
v1,R,1487,202,585,300,263,37
v1,R,1474,548,288,304,195,37
v1,R,1364,446,442,289,188,37
v1,R,1347,403,189,420,488,37
v2,R,2232,164,200,285,370,92
v2,R,2209,79,9,448,612,92
